ID;GameCoords;GameFalloffStart;GameFalloffEnd;ContinentID;LightParamsID
5456;5168.55859375,1662.19921875,80.27362060546875;273.162841796875;416.1235046386719;1116;1901,1977,1901,1977,3,0,0,0
5459;2788.19921875,1785.46484375,141.1070098876953;119.56482696533203;165.66238403320312;1116;1900,9,2042,9,3,0,0,0
5469;3023.46484375,1804.99609375,83.9838638305664;243.66664123535156;288.8658752441406;1116;1900,9,2042,9,3,0,0,0
5470;3449.541015625,1396.3466796875,121.97441864013672;204.85267639160156;240.7677459716797;1116;1900,9,2042,9,3,0,0,0
5471;3414.49609375,1736.8623046875,64.3853988647461;250.9535675048828;298.6373291015625;1116;1900,9,2042,9,3,0,0,0
5472;2665.216796875,1640.29296875,122.41240692138672;188.8783721923828;248.9663848876953;1116;1900,9,2042,9,3,0,0,0
5473;2390.65234375,1793.2236328125,110.5362777709961;188.8783721923828;240.34426879882812;1116;1900,9,2042,9,3,0,0,0
5475;1902.7861328125,1280.9609375,98.4504623413086;139.55006408691406;177.08607482910156;1116;1900,9,2042,9,3,0,0,0
5476;1947.494140625,1134.07421875,98.4504623413086;114.2123794555664;149.22727966308594;1116;1900,9,2042,9,3,0,0,0
5477;3702.41796875,1765.791015625,57.37874221801758;236.1723175048828;276.1755065917969;1116;1900,9,2042,9,3,0,0,0
5478;2868.43359375,2641.8310546875,14.974478721618652;243.66664123535156;290.6583557128906;1116;1900,9,2042,9,3,0,0,0
5480;2626.58984375,2428.2177734375,41.29812240600586;172.8045196533203;217.23475646972656;1116;1900,9,2042,9,3,0,0,0
5482;1900.0830078125,2169.6748046875,25.325693130493164;229.28985595703125;284.2652282714844;1116;1900,9,2042,9,3,0,0,0
5483;1059.3486328125,3412.0595703125,42.618099212646484;225.18844604492188;297.2223205566406;1116;1900,9,2042,9,3,0,0,0
5484;3475.58984375,2023.3330078125,100.43621063232422;139.6514892578125;173.83251953125;1116;1900,9,2042,9,3,0,0,0
5485;3732.3037109375,2124.6728515625,9.872428894042969;218.28529357910156;257.1583557128906;1116;1900,9,2042,9,3,0,0,0
5487;2140.1435546875,1104.5205078125,79.24637603759766;118.1580581665039;162.11062622070312;1116;1900,9,2042,9,3,0,0,0
5488;2106.74609375,1147.16796875,49.80640411376953;198.51162719726562;243.91339111328125;1116;1900,9,2042,9,3,0,0,0
5489;2446.4365234375,963.0029296875,88.73390197753906;121.81083679199219;164.83877563476562;1116;1900,9,2042,9,3,0,0,0
5490;2597.2685546875,969.166015625,177.85569763183594;121.81083679199219;164.83877563476562;1116;1900,9,2042,9,3,0,0,0
5491;3605.0029296875,1405.44921875,56.7342414855957;199.0543670654297;252.88717651367188;1116;1900,9,2042,9,3,0,0,0
5495;391.01171875,2043.4736328125,-62.31694793701172;147.39532470703125;177.77247619628906;1116;1908,9,1908,9,3,0,0,0
5496;326.71875,697.0341796875,8.59032154083252;116.07357025146484;150.2324981689453;1116;1909,9,2055,9,3,0,0,0
5497;-416.0625,682.9873046875,173.27261352539062;41.631187438964844;60.2194709777832;1116;1756,9,1756,9,3,0,0,0
5498;51.9375,913.6171875,86.07132720947266;125.69381713867188;187.87879943847656;1116;1945,9,1945,9,3,0,0,0
5499;-344.302734375,1544.1142578125,435.83306884765625;169.596435546875;287.597900390625;1116;1851,1771,2037,1771,3,0,0,0
5501;290.890625,2465.7666015625,8.151426315307617;136.93763732910156;189.34974670410156;1116;1851,1771,2037,1771,3,0,0,0
5506;5664.3486328125,1086.3330078125,93.4942398071289;57.87322235107422;91.95269775390625;1116;1901,1977,1901,1977,3,0,0,0
5507;5600.1025390625,1149.8642578125,80.27362060546875;97.67066192626953;139.83990478515625;1116;1901,1977,1901,1977,3,0,0,0
5512;1135.2529296875,-883.875,-73.18402862548828;51.71940231323242;135.39976501464844;1116;1925,9,0,0,3,0,0,0
5513;1165.0654296875,-952.625,-78.34027862548828;51.71940231323242;135.39976501464844;1116;1925,9,0,0,3,0,0,0
5514;1179.2529296875,-1052.095703125,-77.62152862548828;51.71940231323242;135.39976501464844;1116;1925,9,0,0,3,0,0,0
5515;1597.74609375,-1304.08203125,-22.17708396911621;110.63905334472656;223.6721954345703;1116;1926,1868,1926,1868,3,0,0,0
5516;1664.94921875,-1487.755859375,0.8784725666046143;122.81239318847656;163.50161743164062;1116;1926,1868,1926,1868,3,0,0,0
5517;1790.6796875,-1299.125,-0.5920138955116272;152.53453063964844;223.6721954345703;1116;1926,1868,1926,1868,3,0,0,0
5518;1983.1552734375,-1276.53125,-0.5434027910232544;110.63905334472656;223.6721954345703;1116;1926,1868,1926,1868,3,0,0,0
5519;1469.244140625,-1712.0625,41.11458206176758;51.71940231323242;135.39976501464844;1116;1925,9,0,0,3,0,0,0
5521;-772.177734375,-761.19140625,97.72222137451172;74.72066497802734;175.92837524414062;1116;1925,9,0,0,3,0,0,0
5523;-115.30078125,-249.84375,91.09027862548828;112.20339965820312;194.59864807128906;1116;1768,9,0,0,3,0,0,0
5524;-137.453125,-132.73828125,73.640625;112.20339965820312;194.59864807128906;1116;1768,9,0,0,3,0,0,0
5527;-23.15625,-731.00390625,16.40516471862793;92.06665802001953;130.059814453125;1116;1865,9,1865,0,3,0,0,0
5528;-480.984375,-320.849609375,16.24885368347168;58.38631057739258;76.22904968261719;1116;1931,9,0,0,3,0,0,0
5529;606.28125,-1210.115234375,16.24884033203125;58.38631057739258;144.4080047607422;1116;1931,9,0,0,3,0,0,0
5534;-750.392578125,2444.275390625,-33.231754302978516;142.2573699951172;248.5242462158203;1116;1936,1771,1936,1771,3,0,0,0
5541;3084.96484375,4976.65234375,127.89109802246094;140.0178680419922;196.38783264160156;1116;1943,9,2059,9,3,0,0,0
5542;5792.29296875,311.994140625,15.818790435791016;55.8978385925293;203.12281799316406;1116;1901,1977,1901,1977,3,0,0,0
5543;5792.46484375,172.998046875,15.818790435791016;55.8978385925293;238.5395050048828;1116;1901,1977,1901,1977,3,0,0,0
5544;4532.79296875,-4681.50390625,198.0613555908203;8.112921714782715;14.75007438659668;1116;1944,1868,2047,1868,3,0,0,0
5545;5942.08984375,71.275390625,15.81878662109375;54.152408599853516;155.0555419921875;1116;1901,1977,1901,1977,3,0,0,0
5546;6020.15625,18.8359375,12.001505851745605;54.152408599853516;133.69302368164062;1116;1901,1977,1901,1977,3,0,0,0
5547;-774.625,1082.228515625,-20.445587158203125;73.68450927734375;120.18710327148438;1116;1948,9,1948,9,3,0,0,0
5549;-879.396484375,983.6455078125,-17.28105354309082;72.1821517944336;133.55874633789062;1116;1948,9,1948,9,3,0,0,0
5551;4374.01171875,-2128.515625,2.1458332538604736;277.8232727050781;349.0943603515625;1116;1872,9,1872,0,3,0,0,0
5552;4041.8330078125,-2166.564453125,21.105379104614258;250.4365997314453;488.28607177734375;1116;1872,9,1872,0,3,0,0,0
5555;408,-859.693359375,48.79124069213867;19.709823608398438;31.906850814819336;1116;1949,1717,1884,1717,3,0,0,0
5556;577.84375,-2568.953125,46.52620315551758;406.2575378417969;505.5340881347656;1116;1952,9,0,0,3,0,0,0
5557;99.607421875,2856.2470703125,46.70138931274414;136.74925231933594;173.01634216308594;1116;1719,1771,1719,1771,3,0,0,0
5558;-29.0625,2873.44921875,7.230395793914795;81.22107696533203;122.3109130859375;1116;1719,1771,1719,1771,3,0,0,0
5559;24.4609375,2788.2998046875,59.3123779296875;72.81382751464844;111.55534362792969;1116;1719,1771,1719,1771,3,0,0,0
5565;7104.4248046875,1744.0966796875,70.48090362548828;90.40767669677734;127.76103973388672;1116;1961,9,2056,0,3,0,0,0
5567;7229.3017578125,1832.32421875,69.24478912353516;125.3433609008789;173.33297729492188;1116;1961,9,2056,0,3,0,0,0
5568;7337.208984375,1690.68359375,74.60590362548828;90.40767669677734;127.76103973388672;1116;1961,9,2056,0,3,0,0,0
5569;0,0,0;95.68482208251953;139.75079345703125;1205;1963,9,0,0,3,0,0,0
5573;6673.1904296875,7222.6455078125,14.80685806274414;0.26818180084228516;302.6939697265625;1060;1885,9,0,0,3,0,0,0
5575;8643.5751953125,923.30859375,-105.02040100097656;554.9786987304688;670.9129028320312;1116;1636,9,1636,0,3,0,0,0
5615;439.134765625,1581.6748046875,87.453125;102.7850570678711;127.04268646240234;1279;1901,1977,1901,1977,3,0,0,0
5616;0,0,0;64.32563018798828;96.43501281738281;1279;173,9,173,0,3,0,0,0
5619;2418.7177734375,674.525390625,64.33159637451172;80.80366516113281;109.75994110107422;1280;364,33,364,33,3,0,0,0
5621;-142.34375,1081.1259765625,62.13486862182617;45.00825500488281;62.69572067260742;1116;1970,1971,2053,1971,3,0,0,0
5626;4356.3486328125,-3896.9375,8.578125;53.08278274536133;121.25102996826172;1116;1972,1868,1972,1868,3,0,0,0
5627;4272.76171875,-3884.1953125,8.578125;70.04656219482422;123.20623016357422;1116;1972,1868,1972,1868,3,0,0,0
5628;4406.1279296875,-4008.453125,21.87326431274414;58.6119270324707;121.25102996826172;1116;1972,1868,1972,1868,3,0,0,0
5629;-82.86328125,1081.5830078125,56.94141387939453;62.71903610229492;83.92593383789062;1116;1970,1971,2053,1971,3,0,0,0
5630;-17.671875,1116.0498046875,69.26876068115234;46.417823791503906;63.91680145263672;1116;1970,1971,2053,1971,3,0,0,0
5637;5416.2041015625,4548.240234375,139.12326049804688;47.04928207397461;72.8657455444336;1116;1979,1868,1979,1868,3,0,0,0
5638;5471.80859375,4619.8779296875,134.4496612548828;47.04928207397461;72.8657455444336;1116;1979,1868,1979,1868,3,0,0,0
5639;4266.5205078125,-3774.3828125,1.5972222089767456;70.04656219482422;123.20623016357422;1116;1972,1868,1972,1868,3,0,0,0
5647;4878.8486328125,-3637.125,0.022053560242056847;52.547935485839844;102.74539947509766;1116;1982,1868,1982,1868,3,0,0,0
5648;4816.3466796875,-3668.0078125,-1.4631356000900269;52.547935485839844;102.74539947509766;1116;1982,1868,1982,1868,3,0,0,0
5655;2930.443359375,1672.8798828125,274.3143005371094;71.97361755371094;110.60603332519531;1220;2070,3082,2755,3082,3,0,0,0
5657;667.875,2088.087890625,153.04286193847656;2.872400999069214;15.453401565551758;1279;1892,1978,1892,1978,3,0,0,0
5658;639.828125,1555.07421875,126.75;96.34866333007812;171.5679473876953;1279;1901,1977,1901,1977,3,0,0,0
5659;760.7421875,1434.48046875,87.30034637451172;80.6927261352539;117.86762237548828;1279;1901,1977,1901,1977,3,0,0,0
5660;441.681640625,1341.8173828125,113.83680725097656;43.24720001220703;116.55718231201172;1279;1901,1977,1901,1977,3,0,0,0
5663;0,0,0;169.55747985839844;243.7411651611328;1190;3051,3020,3051,3022,3,0,0,0
5665;4231.62109375,1736.7998046875,130.05035400390625;106.29624938964844;186.2180938720703;1116;1988,9,1988,9,3,0,0,0
5666;4090.98046875,1626.63671875,144.046875;106.29624938964844;186.2180938720703;1116;1988,9,1988,9,3,0,0,0
5667;4086.3154296875,1460.7509765625,145.9652862548828;106.29624938964844;186.2180938720703;1116;1988,9,1988,9,3,0,0,0
5668;0,0,0;67.56108856201172;96.09981536865234;1280;557,557,557,557,3,0,0,0
5678;7123.2646484375,181.09375,140.2155303955078;76.5356216430664;159.58230590820312;1116;1901,1977,1901,1977,3,0,0,0
5679;7210.38671875,-658.19140625,140.2155303955078;76.5356216430664;159.58230590820312;1116;1901,1977,1901,1977,3,0,0,0
5680;7267.1123046875,-921.03125,105.75868225097656;76.5356216430664;159.58230590820312;1116;1901,1977,1901,1977,3,0,0,0
5681;7604.3642578125,-732.6328125,114.72743225097656;63.73815155029297;159.58230590820312;1116;1901,1977,1901,1977,3,0,0,0
5682;7877.109375,-734.203125,74.21981048583984;51.532386779785156;95.94470977783203;1116;1901,1977,1901,1977,3,0,0,0
5683;7489.4111328125,362.291015625,105.4599609375;97.62330627441406;121.32417297363281;1116;1994,1978,2040,1978,3,0,0,0
5684;7583.5673828125,349.52734375,105.4599609375;77.70001220703125;111.1193618774414;1116;1994,1978,2040,1978,3,0,0,0
5685;7469.4267578125,-862.203125,96.3420181274414;77.70001220703125;119.57808685302734;1116;1994,1978,2040,1978,3,0,0,0
5686;7470.2236328125,206.33984375,105.4599609375;77.70001220703125;111.1193618774414;1116;1994,1978,2040,1978,3,0,0,0
5687;7686.5908203125,360.90234375,105.4599609375;77.70001220703125;121.74701690673828;1116;1994,1978,2040,1978,3,0,0,0
5688;7333.1923828125,351.9375,105.4599609375;97.62330627441406;155.55445861816406;1116;1994,1978,2040,1978,3,0,0,0
5689;7219.13671875,430.1875,105.4599609375;97.62330627441406;155.55445861816406;1116;1994,1978,2040,1978,3,0,0,0
5690;7095.13671875,459.587890625,105.4599609375;97.62330627441406;155.55445861816406;1116;1994,1978,2040,1978,3,0,0,0
5691;7492.8876953125,88.734375,142.703125;77.70001220703125;117.54913330078125;1116;1994,1978,2040,1978,3,0,0,0
5692;2262.134765625,4172.6298828125,203.58590698242188;250.0700225830078;341.3309020996094;1116;1995,1868,2043,1868,3,0,0,0
5693;-890.34375,1105.3330078125,-20.7940616607666;58.93423080444336;117.06609344482422;1116;1948,9,1948,9,3,0,0,0
5694;4531.6005859375,5495.7958984375,136.5150909423828;115.25575256347656;169.42724609375;1116;1998,1868,1998,1868,3,0,0,0
5695;-2165.09765625,1364.15234375,-8.32833194732666;73.73460388183594;124.29173278808594;1116;1999,2000,2062,2000,3,0,0,0
5696;-2178.890625,1478.2060546875,-10.393391609191895;72.38221740722656;124.587646484375;1116;1999,2000,2062,2000,3,0,0,0
5697;-2454.625,1262.2353515625,-44.040809631347656;105.74746704101562;154.09219360351562;1116;1999,2000,2062,2000,3,0,0,0
5698;-1686.265625,817.4580078125,-40.961669921875;106.82215118408203;168.95706176757812;1116;1999,2000,2062,2000,3,0,0,0
5699;-1295.1875,736.2109375,-48.706668853759766;85.18852996826172;149.82815551757812;1116;1999,2000,1999,2000,3,0,0,0
5700;-1494.25,790.0361328125,-23.687437057495117;64.7447509765625;146.5305938720703;1116;1999,2000,2062,2000,3,0,0,0
5701;-1100.943359375,668.96484375,-12.835251808166504;85.18852996826172;169.87049865722656;1116;1999,2000,2062,2000,3,0,0,0
5702;-893.015625,546.63671875,-4.1573686599731445;100.22801208496094;186.5648956298828;1116;1999,2000,2062,2000,3,0,0,0
5703;-809.984375,363.390625,-5.974715709686279;105.31754302978516;221.6649169921875;1116;1999,2000,2062,2000,3,0,0,0
5704;-659.265625,158.609375,-0.3802103102207184;100.22801208496094;191.051513671875;1116;1999,2000,2062,2000,3,0,0,0
5705;-642.021484375,325.15625,-0.5260439515113831;72.82194519042969;139.77041625976562;1116;1999,2000,2062,2000,3,0,0,0
5706;-449.0625,243.84375,-13.337818145751953;122.77483367919922;179.53208923339844;1116;1999,2000,2062,2000,3,0,0,0
5707;-193.1640625,229.375,-14.144024848937988;139.2301483154297;204.36611938476562;1116;1999,2000,2062,2000,3,0,0,0
5708;-470.953125,2861.6298828125,-49.733585357666016;209.09454345703125;292.3896484375;1116;1999,2000,2062,2000,3,0,0,0
5709;-412.375,2618.40234375,-51.843833923339844;171.54891967773438;252.61289978027344;1116;1999,2000,2062,2000,3,0,0,0
5710;-274.53125,2747.6630859375,-43.95888900756836;152.6104278564453;236.98956298828125;1116;1999,2000,2062,2000,3,0,0,0
5711;-1915.9375,1619.41796875,-6.786433696746826;46.348960876464844;97.21394348144531;1116;1999,2000,2062,2000,3,0,0,0
5712;4790.0810546875,-3835.826171875,-1.4631356000900269;52.547935485839844;102.74539947509766;1116;1982,1868,1982,1868,3,0,0,0
5713;4797.7548828125,-3751.17578125,-1.4631356000900269;70.9742660522461;102.74539947509766;1116;1982,1868,1982,1868,3,0,0,0
5715;4113.7548828125,-4462.96875,35.29329299926758;109.27052307128906;158.93087768554688;1116;2024,1868,2051,1868,3,0,0,0
5718;5349.0986328125,-4106.30078125,58.21843719482422;11.684436798095703;14.799763679504395;1116;2005,1868,2058,1868,3,0,0,0
5719;5412.4267578125,-4071.53125,10.38016128540039;25.888431549072266;39.5997200012207;1116;2006,1868,2050,1868,3,0,0,0
5721;0,0,0;109.30877685546875;158.62893676757812;1431;396,9,517,0,3,0,0,0
5722;3383.708251953125,7552.28662109375,-657.0514526367188;189.3438262939453;239.10679626464844;1220;3064,2520,2740,0,3,0,0,0
5723;3747.0361328125,7660.5986328125,24.95106315612793;67.564697265625;103.02218627929688;1228;2010,1868,2010,1868,3,0,0,0
5724;3747.0361328125,7660.5986328125,24.95106315612793;67.564697265625;103.02218627929688;1116;2010,1868,2039,1868,3,0,0,0
5726;3944.49609375,7756.9052734375,36.9582405090332;67.44718170166016;110.42897033691406;1116;1867,1868,1867,1868,3,0,0,0
5727;4098.5380859375,7727.3955078125,36.9582405090332;158.85733032226562;213.26766967773438;1116;1867,1868,1867,1868,3,0,0,0
5728;4098.5380859375,7727.3955078125,36.9582405090332;158.85733032226562;213.26766967773438;1228;1867,1868,1867,1868,3,0,0,0
5729;3944.49609375,7756.9052734375,36.9582405090332;67.44718170166016;110.42897033691406;1228;1867,1868,1867,1868,3,0,0,0
5730;3870.1298828125,7808.9970703125,36.9582405090332;71.44084167480469;115.85838317871094;1228;1867,1868,1867,1868,3,0,0,0
5732;3870.1298828125,7808.9970703125,36.9582405090332;71.44084167480469;115.85838317871094;1116;1867,1868,1867,1868,3,0,0,0
5740;1892.3486328125,5098.24609375,198.57118225097656;329.639404296875;471.85064697265625;1116;1783,1868,2066,1868,3,0,0,0
5741;5412.5986328125,-4207.427734375,4.354736328125;80.2142105102539;107.43727111816406;1116;2011,1868,2058,1868,3,0,0,0
5744;5251.68359375,-4196.3125,3.628472328186035;44.77227020263672;59.78047180175781;1116;2012,1868,2012,1868,3,0,0,0
5801;-2175.78125,1015.7772827148438,2.053819417953491;65.54777526855469;165.1471710205078;1116;1898,1771,1898,1771,3,0,0,0
5802;4055.9072265625,-2487.52734375,86.84722137451172;67.68482971191406;95.8990249633789;1116;2013,9,2013,0,3,0,0,0
5804;3982.23046875,-2518.953125,86.84722137451172;39.10114669799805;81.47147369384766;1116;2013,9,2013,0,3,0,0,0
5806;1505.19921875,708.6259765625,72.30902862548828;62.06897735595703;93.44905090332031;1116;1665,9,1665,0,3,0,0,0
5807;1675.63671875,850.96484375,43.87152862548828;127.12196350097656;179.4107666015625;1116;1665,9,1665,0,3,0,0,0
5811;4483.3603515625,-2824.9375,4.953863620758057;77.59722137451172;93.3657455444336;1116;2014,9,2014,0,3,0,0,0
5814;1852.8466796875,238.7421875,78.13601684570312;172.3121795654297;218.0011444091797;1116;2016,9,2016,0,3,0,0,0
5816;2110.26171875,583.669921875,43.87152862548828;162.64956665039062;223.1375732421875;1116;2019,9,2019,0,3,0,0,0
5818;1864.7861328125,582.4375,55.45627212524414;110.94037628173828;164.5404815673828;1116;2019,9,2019,0,3,0,0,0
5819;2007.5546875,563.33984375,43.87152862548828;127.12196350097656;179.4107666015625;1116;2019,9,2019,0,3,0,0,0
5820;2051.5986328125,669.982421875,43.87152862548828;162.64956665039062;223.1375732421875;1116;2019,9,2019,0,3,0,0,0
5821;1740.8173828125,555.431640625,55.45627212524414;91.21025085449219;136.87893676757812;1116;2019,9,2019,0,3,0,0,0
5822;3747.4716796875,-3932.01953125,27.86941909790039;7.727370262145996;15.15609073638916;1116;2020,1868,2049,1868,3,0,0,0
5823;3626.5205078125,-4068.837890625,6.663519859313965;17.05951690673828;35.875572204589844;1116;2021,1868,2047,1868,3,0,0,0
5836;4535.9580078125,-3740.25,21.27025032043457;30.121442794799805;73.93468475341797;1116;2001,1868,2051,1868,3,0,0,0
5922;4303.4150390625,-2824.9375,4.9538655281066895;57.50771713256836;64.97866821289062;1116;2014,9,2014,0,3,0,0,0
5923;4222.1123046875,-2799.048828125,4.9538726806640625;60.69093704223633;69.31771087646484;1116;2014,9,2014,0,3,0,0,0
5924;4126.7822265625,-2813.66015625,4.953876495361328;65.61721801757812;74.63719940185547;1116;2014,9,2014,0,3,0,0,0
5925;4392.9521484375,-2824.9375,4.953864097595215;60.38399887084961;67.15342712402344;1116;2014,9,2014,0,3,0,0,0
5927;156.984375,1845.447265625,-39.62529373168945;137.20338439941406;164.93702697753906;1116;1782,9,2054,9,3,0,0,0
5928;-1006.724609375,-411.28515625,-22.529077529907227;142.42666625976562;205.3861083984375;1116;2033,9,2033,9,3,0,0,0
5936;244.8125,1486.2666015625,-26.02703285217285;88.0855484008789;117.98838806152344;1116;1782,9,2054,9,3,0,0,0
5938;101.248046875,1331.7392578125,-18.04068946838379;102.02973175048828;139.36463928222656;1116;1782,9,2054,9,3,0,0,0
5947;3723.7470703125,4838.4501953125,87.99305725097656;72.89202880859375;124.01309967041016;1116;2036,9,2036,9,3,0,0,0
5948;3880.8486328125,4848.13671875,74.70814514160156;90.13057708740234;122.7095718383789;1116;2036,9,2036,9,3,0,0,0
5949;3902.5048828125,4741.9892578125,108.83257293701172;90.13057708740234;122.7095718383789;1116;2036,9,2036,9,3,0,0,0
5950;3796.2373046875,4716.19921875,72.8232192993164;90.13057708740234;122.7095718383789;1116;2036,9,2036,9,3,0,0,0
5956;1542.947265625,2186.9580078125,42.618099212646484;200.57456970214844;244.98541259765625;1116;1900,9,2042,9,3,0,0,0
5957;1309.30859375,3598.1171875,100.2365493774414;185.79598999023438;232.64117431640625;1116;1900,9,2042,9,3,0,0,0
5958;1498.8798828125,3810.0869140625,97.62245178222656;194.2997589111328;260.1998291015625;1116;1900,9,2042,9,3,0,0,0
5959;1950.69921875,3752.912109375,88.27074432373047;206.0417938232422;276.9988708496094;1116;1900,9,2042,9,3,0,0,0
5960;888.6416015625,3125.1416015625,58.98211669921875;200.57456970214844;244.98541259765625;1116;1900,9,2042,9,3,0,0,0
5961;858.90234375,2873.5205078125,81.34925842285156;195.8377227783203;239.9842071533203;1116;1900,9,2042,9,3,0,0,0
5962;836.1767578125,2638.02734375,106.89967346191406;131.66903686523438;165.33544921875;1116;1900,9,2042,9,3,0,0,0
5963;841.46484375,3310.69921875,45.494049072265625;153.5126495361328;202.71737670898438;1116;1900,9,2042,9,3,0,0,0
5964;1711.0498046875,3638.3525390625,78.6561050415039;206.0417938232422;276.9988708496094;1116;1900,9,2042,9,3,0,0,0
5967;1863.1455078125,3942.4375,167.75868225097656;127.2486572265625;191.04379272460938;1116;1900,9,2042,9,3,0,0,0
5975;3921,8684.1533203125,544.099609375;66.2293930053711;99.6215591430664;1228;1869,1868,1869,1868,3,0,0,0
5979;4483.359375,-2824.9375,4.953863620758057;77.59722137451172;93.3657455444336;1265;2014,9,0,0,3,0,0,0
5980;4303.4140625,-2824.9375,4.9538655281066895;57.50771713256836;64.97866821289062;1265;2014,9,0,0,3,0,0,0
5981;4222.1123046875,-2799.048828125,4.9538726806640625;60.69093704223633;69.31771087646484;1265;2014,9,0,0,3,0,0,0
5982;4126.78125,-2813.66015625,4.953876495361328;65.61721801757812;74.63719940185547;1265;2014,9,0,0,3,0,0,0
5983;4392.951171875,-2824.9375,4.953864097595215;60.38399887084961;67.15342712402344;1265;2014,9,0,0,3,0,0,0
5984;4055.90625,-2487.529296875,86.84722137451172;67.68482971191406;95.8990249633789;1265;2013,9,0,0,3,0,0,0
5985;3982.23046875,-2518.953125,86.84722137451172;39.10114669799805;81.47147369384766;1265;2013,9,0,0,3,0,0,0
5986;4108.87109375,-2212.828125,33.4355583190918;277.8232727050781;349.0943603515625;1265;1872,9,1872,0,3,0,0,0
5987;4374.01171875,-2128.515625,2.1458332538604736;277.8232727050781;349.0943603515625;1265;1872,9,1872,0,3,0,0,0
5988;4005.90234375,-2120.595703125,21.105379104614258;250.4365997314453;349.0943603515625;1265;1872,9,1872,0,3,0,0,0
5989;4108.2685546875,4334.978515625,2.8076393604278564;173.2628936767578;206.0697784423828;1116;1863,1868,1863,1868,3,0,0,0
5990;4195.2236328125,4214.24609375,2.8076393604278564;133.70046997070312;185.08438110351562;1116;1863,1868,1863,1868,3,0,0,0
5991;4422.201171875,4492.5830078125,2.80763578414917;133.70046997070312;185.08438110351562;1116;1863,1868,1863,1868,3,0,0,0
5992;3982.2705078125,3970.494140625,2.807647466659546;107.99928283691406;155.307861328125;1116;1863,1868,1863,1868,3,0,0,0
5993;4291.2900390625,4413.822265625,2.807640552520752;155.631591796875;204.32504272460938;1116;1863,1868,1863,1868,3,0,0,0
5994;4272.58984375,7703.8955078125,-25.680641174316406;158.85733032226562;242.6737823486328;1116;1867,1868,1867,1868,3,0,0,0
5995;4305.2119140625,7713.4345703125,36.9582405090332;187.1417999267578;260.1429748535156;1228;1867,1868,1867,1868,3,0,0,0
5997;4799.9970703125,-1600,0;4.715499401092529;28.555755615234375;1265;12,9,0,0,3,0,0,0
5998;0,0,0;2.2888009548187256;21.720935821533203;1265;2069,9,0,0,3,0,0,0
6010;-10777.650390625,-16072.888671875,198.3673553466797;276.2735595703125;330.16131591796875;1060;2031,9,0,0,3,0,0,0
6020;5451.8046875,3694.7490234375,131.10316467285156;94.00249481201172;137.7914276123047;1220;2077,1323,2776,0,3,0,0,0
6045;-16255.841796875,16285.044921875,9.79025650024414;352.3287048339844;382.6224060058594;1060;1858,9,0,0,3,0,0,0
6087;3839.1123046875,-1354.986328125,91.421875;133.54214477539062;183.1059112548828;1116;2106,9,2106,0,3,0,0,0
6088;4309.865234375,-1473.78125,79.25694274902344;85.9955062866211;170.170654296875;1116;2106,9,2106,0,3,0,0,0
6093;4127.6435546875,2857.43359375,229.60916137695312;28.72095489501953;40.7434196472168;1220;3073,3083,3073,3083,3,0,0,0
6094;-3950.462890625,10056.8046875,357.3507385253906;536.5487060546875;815.635986328125;1060;2099,9,0,0,3,0,0,0
6095;-1088.060791015625,2957.915771484375,76.99019622802734;54.49056625366211;91.03728485107422;1220;3201,2800,3201,0,3,0,0,0
6096;3487.7705078125,1854.1611328125,-181.0301055908203;337.9436950683594;410.39508056640625;1220;2101,3082,2101,3082,3,0,0,0
6098;3688.2783203125,1819.072265625,-56.66811752319336;233.12457275390625;299.62420654296875;1220;2101,3082,2101,3082,3,0,0,0
6102;0,0,0;173.52259826660156;229.78518676757812;1458;2110,9,0,0,3,0,0,0
6103;3500.10546875,1515.7529296875,66.5746841430664;158.08741760253906;183.99021911621094;1458;2108,9,0,0,3,0,0,0
6112;4480.947265625,7753.232421875,-385.00360107421875;112.78916931152344;135.7263946533203;1220;3064,3020,0,0,3,0,0,0
6113;4493.0146484375,6804.35546875,-453.7127990722656;52.176944732666016;67.0820083618164;1220;2105,3020,0,0,3,0,0,0
6114;3960.0361328125,-668.34375,30.88541603088379;236.67491149902344;294.4631042480469;1448;2112,9,0,0,3,0,0,0
6115;-391.30035400390625,7182.61279296875,-163.19775390625;35.980159759521484;35.980159759521484;1220;2113,2588,2113,0,3,0,0,0
6124;4810.005859375,271.4375,198.5746612548828;114.07610321044922;162.6772003173828;1116;2124,9,2124,0,3,0,0,0
6125;4771.3466796875,420.25,223.97743225097656;122.86039733886719;176.2865753173828;1116;2124,9,2124,0,3,0,0,0
6126;4404.8037109375,826.1279296875,175.48263549804688;95.56675720214844;143.5420379638672;1116;2124,9,2124,0,3,0,0,0
6127;4497.6005859375,716.2705078125,171.26910400390625;93.95111083984375;154.92337036132812;1116;2124,9,2124,0,3,0,0,0
6128;4100.0556640625,-1073.34765625,270.0790710449219;24.459060668945312;30.447757720947266;1116;2126,9,2126,0,3,0,0,0
6142;4083.5751953125,537.953125,316.7622985839844;19.92753028869629;30.952600479125977;1116;2129,9,2129,0,3,0,0,0
6143;0,0,0;799.58984375;799.58984375;1462;507,9,0,0,3,0,0,0
6144;13626.005859375,8670.9267578125,24;218.5647735595703;454.9174499511719;1060;1938,9,0,0,3,0,0,0
6145;-3668.763671875,6540.2080078125,132.9375;57.45642852783203;101.61670684814453;974;1129,1127,1129,805,3,0,0,0
