ID;OverrideCelestialSphere;OverrideSunPosition;HighlightSky;LightSkyboxID;CloudTypeID;Glow;WaterShallowAlpha;WaterDeepAlpha;OceanShallowAlpha;OceanDeepAlpha;Flags;SsaoSettingsID;SunPolar;SunAzimuth;SunAttenuationStart;SunAttenuationEnd;Field_12_0_0_63534_016;Field_12_0_0_63534_017;Field_12_0_0_63534_018;Field_12_0_0_63534_019;Field_12_0_0_63534_020;Field_12_0_0_63534_021;Field_12_0_0_63534_022;Field_12_0_0_63534_023;Field_12_0_0_63534_024;Field_12_0_0_63534_025;Field_12_0_0_63534_026;Field_12_0_0_63534_027;Field_12_0_0_63534_028;Field_12_0_0_63534_029;Field_12_0_1_65617_030;Field_12_0_1_65617_031
1665;0,0,0;0,0,0;0;242;0;0.20000000298023224;0.10000000149011612;0.30000001192092896;0.5;1;10;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
1666;0,0,0;0,0,0;0;231;0;0;0.20000000298023224;0.5;0.6000000238418579;0.8999999761581421;24;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
1667;0,0,0;0,0,0;0;242;0;0.20000000298023224;0.10000000149011612;0.30000001192092896;0.5;0.8500000238418579;10;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
1670;0,0,0;0,0,0;0;237;0;0;0.30000001192092896;0.4000000059604645;0.4000000059604645;1;10;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
1677;0,0,0;0,0,0;0;231;0;0.20000000298023224;0.20000000298023224;0.5;0.6000000238418579;0.8999999761581421;24;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
1678;0,0,0;0,0,0;0;242;0;0.30000001192092896;0.10000000149011612;0.4000000059604645;0.5;0.8500000238418579;10;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
1683;0,0,0;0,0,0;0;231;0;0;1;1;0.6000000238418579;0.8999999761581421;24;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
1690;0,0,0;0,0,0;0;243;0;0.20000000298023224;0.5;1;0.75;1;2;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
1695;0,0,0;0,0,0;1;242;0;0.44999998807907104;0.10000000149011612;0.30000001192092896;0.5;1;10;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
1696;0,0,0;0,0,0;1;242;0;0.6000000238418579;0.10000000149011612;0.30000001192092896;0.5;1;10;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
1697;0,0,0;0,0,0;1;184;0;0;0.800000011920929;0.5;0.75;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
1698;0,0,0;0,0,0;1;0;0;0.20000000298023224;0.5;0.10000000149011612;0;1;2;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
1700;0,0,0;0,0,0;0;171;0;0.4000000059604645;0.5;1;0.75;1;2;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
1708;0,0,0;0,0,0;1;232;0;0.20000000298023224;0.10000000149011612;0.30000001192092896;0.5;0.8500000238418579;8;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
1715;0,0,0;0,0,0;0;244;0;0;0.10000000149011612;0.4000000059604645;0.25;1;10;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
1718;0,0,0;0,0,0;0;262;0;0;0.20000000298023224;0.6000000238418579;0.30000001192092896;0.8999999761581421;8;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
1719;0,0,0;0,0,0;0;263;0;0;0;0.5;0.30000001192092896;0.5;10;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
1720;0,0,0;0,0,0;1;0;0;0.5;0.5;0;0.75;1;8;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
1726;0,0,0;0,0,0;0;0;0;0;0.10000000149011612;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
1734;0,0,0;0,0,0;0;0;0;1;0.5;0.6000000238418579;0.75;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
1740;0,0,0;0,0,0;0;237;0;0.10000000149011612;0.30000001192092896;0.4000000059604645;0.4000000059604645;1;8;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
1741;0,0,0;0,0,0;0;0;0;0;0.20000000298023224;0.5;0.6000000238418579;0.8999999761581421;26;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
1748;0,0,0;0,0,0;0;0;0;0;0;0;0;0;156;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
1750;0,0,0;0,0,0;0;0;0;0;0.44999998807907104;1;0.75;1;8;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
1752;0,0,0;0,0,0;1;0;0;0.5;0.5;1;0.75;1;10;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
1755;0,0,0;0,0,0;0;244;0;0;0.20000000298023224;0.5;0.25;1;10;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
1756;0,0,0;0,0,0;0;281;0;0.30000001192092896;0.5;0.800000011920929;0.30000001192092896;0.5;26;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
1761;0,0,0;0,0,0;0;0;0;0.800000011920929;0.5;1;0.5;1;10;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
1766;0,0,0;0,0,0;1;0;0;0.5;0.5;1;0.75;1;8;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
1767;0,0,0;0,0,0;1;232;0;0.20000000298023224;0.10000000149011612;0.4000000059604645;0.5;0.8500000238418579;8;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
1768;0,0,0;0,0,0;1;247;0;0.5;0.5;0.5;0.75;1;8;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
1770;0,0,0;0,0,0;1;0;0;0.75;0.5;1;0.75;1;8;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
1771;0,0,0;0,0,0;0;0;0;0.5;0.4000000059604645;0.30000001192092896;0.800000011920929;0.8999999761581421;8;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
1772;0,0,0;0,0,0;0;0;0;0;0.10000000149011612;0.5;0.10000000149011612;0.5;8;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
1775;0,0,0;0,0,0;1;242;0;0.5;0.5;1;0.75;1;8;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
1776;0,0,0;0,0,0;0;0;0;0.5;1;1;0.5;1;10;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
1777;0,0,0;0,0,0;1;0;0;0.30000001192092896;0.8500000238418579;1;0.75;1;8;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
1778;0,0,0;0,0,0;0;251;0;0;0.5;1;0.75;1;8;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
1780;0,0,0;0,0,0;0;0;0;1;0.5;1;0.75;1;10;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
1782;0,0,0;0,0,0;0;283;0;0;0.30000001192092896;0.6000000238418579;0.30000001192092896;0.8999999761581421;8;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
1783;0,0,0;0,0,0;0;264;0;0.10000000149011612;0.20000000298023224;0.5;0.75;0.5;10;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
1787;0,0,0;0,0,0;0;278;0;0;0.20000000298023224;0.5;0.6000000238418579;0.8999999761581421;8;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
1788;0,0,0;0,0,0;0;0;0;0.30000001192092896;0;0;1;1;8;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
1795;0,0,0;0,0,0;0;21;0;0;0.6000000238418579;1;0.75;0.5;8;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
1799;0,0,0;0,0,0;0;253;0;0;0.6000000238418579;1;0.75;0.5;10;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
1800;0,0,0;0,0,0;0;253;0;0;0.30000001192092896;0.800000011920929;0.5;1;8;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
1801;0,0,0;0,0,0;0;0;0;0;0.30000001192092896;0.4000000059604645;0.4000000059604645;1;26;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
1802;0,0,0;0,0,0;0;0;0;0.6000000238418579;0.10000000149011612;0.5;0.5;0.8500000238418579;10;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
1806;0,0,0;0,0,0;1;0;0;0.10000000149011612;0.5;1;0.6499999761581421;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
1810;0,0,0;0,0,0;0;258;0;0.4000000059604645;0.20000000298023224;0.30000001192092896;0.30000001192092896;0.8999999761581421;2;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
1811;0,0,0;0,0,0;0;254;0;0.20000000298023224;0.10000000149011612;0;0.10000000149011612;0;10;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
1818;0,0,0;0,0,0;1;247;0;0;0.5;0.5;0.75;1;8;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
1832;0,0,0;0,0,0;0;252;0;1;0.5;1;0.75;1;10;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
1833;0,0,0;0,0,0;0;232;0;0.800000011920929;0.10000000149011612;0.4000000059604645;0.5;0.8500000238418579;8;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
1834;0,0,0;0,0,0;1;267;0;0.3499999940395355;0.5;0.5;0.20000000298023224;1;10;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
1835;0,0,0;0,0,0;0;0;0;0;0.20000000298023224;0.30000001192092896;0.30000001192092896;0.8999999761581421;8;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
1851;0,0,0;0,0,0;0;262;0;0;0.20000000298023224;0.30000001192092896;0.30000001192092896;0.8999999761581421;8;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
1852;0,0,0;0,0,0;1;0;0;0.4000000059604645;0.5;0.5;0.75;1;10;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
1853;0,0,0;0,0,0;0;259;0;0;0.30000001192092896;0.6000000238418579;0.20000000298023224;0.5;8;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
1857;0,0,0;0,0,0;1;0;0;0.5;0.5;0.5;0.75;1;10;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
1859;0,0,0;0,0,0;0;9;0;0.30000001192092896;0.5;1;0.75;1;10;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
1860;0,0,0;0,0,0;1;266;0;0;0.20000000298023224;0.5;0.75;1;8;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
1861;0,0,0;0,0,0;0;0;0;0.6499999761581421;0.5;1;0.75;1;8;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
1862;0,0,0;0,0,0;0;0;0;0.4000000059604645;0.5;1;0.75;1;10;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
1863;0,0,0;0,0,0;0;253;0;0.6499999761581421;0.6000000238418579;1;0.75;0.5;10;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
1864;0,0,0;0,0,0;0;0;0;0.800000011920929;1;1;0.5;1;10;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
1865;0,0,0;0,0,0;1;0;0;0.20000000298023224;0.5;0.5;0.75;1;8;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
1866;0,0,0;0,0,0;0;258;0;0.4000000059604645;0.20000000298023224;0.30000001192092896;0.30000001192092896;0.8999999761581421;10;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
1867;0,0,0;0,0,0;0;253;0;0.4000000059604645;0.6000000238418579;1;0.20000000298023224;0.5;10;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
1868;0,0,0;0,0,0;0;0;0;0.5;0.5;1;0.6000000238418579;1;8;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
1869;0,0,0;0,0,0;0;0;0;0;0.6000000238418579;1;0.75;0.5;8;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
1870;0,0,0;0,0,0;0;261;0;1;0.5;1;0.75;1;8;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
1871;0,0,0;0,0,0;0;0;0;0;0.44999998807907104;1;0.75;0.5;8;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
1872;0,0,0;0,0,0;0;272;0;0.5;0.20000000298023224;0.5;0.699999988079071;1;10;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
1874;0,0,0;0,0,0;1;0;0;0.30000001192092896;0.5;0.5;0.75;1;10;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
1875;0,0,0;0,0,0;1;0;0;0.20000000298023224;0.30000001192092896;0.5;0.75;1;10;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
1876;0,0,0;0,0,0;0;0;0;1;0.10000000149011612;0.4000000059604645;0.5;1;10;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
1879;0,0,0;0,0,0;0;0;0;0.8500000238418579;1;1;0.5;1;10;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
1880;0,0,0;0,0,0;1;265;0;0.6000000238418579;0;0;0.5;0.5;10;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
1882;0,0,0;0,0,0;0;232;0;0.20000000298023224;0.10000000149011612;0.4000000059604645;0.75;0.8500000238418579;8;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
1884;0,0,0;0,0,0;0;0;0;0.6000000238418579;0.5;0.699999988079071;0.5;1;10;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
1885;0,0,0;0,0,0;0;231;0;0.10000000149011612;0.20000000298023224;0.5;0.6000000238418579;0.8999999761581421;8;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
1887;0,0,0;0,0,0;0;235;0;0;0.20000000298023224;0.5;0.5;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
1889;0,0,0;0,0,0;1;236;0;0.10000000149011612;0.5;1;0.75;1;8;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
1890;0,0,0;0,0,0;0;0;0;0.029999999329447746;0.10000000149011612;0.30000001192092896;0.20000000298023224;1;2;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
1892;0,0,0;0,0,0;1;265;0;0.10000000149011612;0.20000000298023224;0.5;0.5;0.800000011920929;8;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
1893;0,0,0;0,0,0;1;269;0;0.6000000238418579;0.5;0.699999988079071;0.5;1;8;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
1894;0,0,0;0,0,0;0;268;0;0.6000000238418579;0.5;0.699999988079071;0.5;0.8500000238418579;8;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
1897;0,0,0;0,0,0;0;0;0;0;0.20000000298023224;0.5;0.75;1;8;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
1898;0,0,0;0,0,0;0;0;0;0;0.8999999761581421;1;0.30000001192092896;0.8999999761581421;10;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
1900;0,0,0;0,0,0;0;277;0;0.10000000149011612;0.30000001192092896;0.4000000059604645;0.4000000059604645;1;10;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
1901;0,0,0;0,0,0;0;279;0;0.6000000238418579;0.20000000298023224;0.4000000059604645;0.5;0.800000011920929;26;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
1902;0,0,0;0,0,0;0;0;0;0.10000000149011612;0.30000001192092896;0.4000000059604645;0.4000000059604645;1;10;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
1903;0,0,0;0,0,0;0;0;0;0;0.10000000149011612;0.5;0.30000001192092896;0.5;30;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
1908;0,0,0;0,0,0;0;278;0;0;0.30000001192092896;0.6000000238418579;0.30000001192092896;0.8999999761581421;8;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
1909;0,0,0;0,0,0;0;0;0;0;0.30000001192092896;0.6000000238418579;0.30000001192092896;0.8999999761581421;8;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
1912;0,0,0;0,0,0;0;265;0;0.10000000149011612;0.20000000298023224;0.5;0.5;0.800000011920929;8;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
1925;0,0,0;0,0,0;0;242;0;0.6000000238418579;0.10000000149011612;0.4000000059604645;0.5;1;10;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
1926;0,0,0;0,0,0;0;0;0;0.6000000238418579;0.10000000149011612;0.4000000059604645;0.5;0.8500000238418579;8;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
1928;0,0,0;0,0,0;0;270;0;0.6000000238418579;0.10000000149011612;0.4000000059604645;0.5;0.8500000238418579;8;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
1930;0,0,0;0,0,0;0;260;0;0;0.10000000149011612;0;0;0;8;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
1931;0,0,0;0,0,0;0;232;0;0.5;0.10000000149011612;0.4000000059604645;0.5;1;8;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
1935;0,0,0;0,0,0;0;232;0;0.30000001192092896;0.10000000149011612;0.4000000059604645;0.5;0.8500000238418579;8;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
1936;0,0,0;0,0,0;0;198;0;1;0.20000000298023224;0.30000001192092896;0.30000001192092896;0.8999999761581421;10;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
1937;0,0,0;0,0,0;1;260;0;0.20000000298023224;0.5;0.5;0.75;1;8;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
1938;0,0,0;0,0,0;0;232;0;0.30000001192092896;0.10000000149011612;0.4000000059604645;0.5;1;28;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
1943;0,0,0;0,0,0;0;0;0;0;0.75;1;0.75;0.5;8;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
1944;0,0,0;0,0,0;1;280;0;0.10000000149011612;0.20000000298023224;0.5;0.5;1;8;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
1945;0,0,0;0,0,0;0;0;0;0.30000001192092896;0.4000000059604645;0.699999988079071;0.30000001192092896;0.5;10;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
1946;0,0,0;0,0,0;0;273;0;0.30000001192092896;0.10000000149011612;0.4000000059604645;0.5;1;8;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
1947;0,0,0;0,0,0;0;271;0;0;0.10000000149011612;0.30000001192092896;0.5;1;8;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
1948;0,0,0;0,0,0;0;278;0;0;0.20000000298023224;0.30000001192092896;0.30000001192092896;0.8999999761581421;8;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
1952;0,0,0;0,0,0;0;232;0;0.4000000059604645;0.10000000149011612;0.4000000059604645;0.5;1;8;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
1960;0,0,0;0,0,0;0;0;0;0.07999999821186066;1;1;0.25;1;10;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
1961;0,0,0;0,0,0;0;0;0;0;0.5;0.4000000059604645;0.75;1;8;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
1965;0,0,0;0,0,0;0;232;0;0.30000001192092896;0.10000000149011612;0.4000000059604645;0.5;0.8500000238418579;10;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
1969;0,0,0;0,0,0;0;0;0;0.20000000298023224;0.10000000149011612;0.30000001192092896;0.5;1;30;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
1970;0,0,0;0,0,0;0;0;0;0;0.4000000059604645;0.6000000238418579;0.30000001192092896;0.8999999761581421;8;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
1971;0,0,0;0,0,0;1;0;0;0.800000011920929;0.20000000298023224;0.10000000149011612;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
1972;0,0,0;0,0,0;0;281;0;0.800000011920929;0.20000000298023224;1;0.30000001192092896;0.8999999761581421;10;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
1973;0,0,0;0,0,0;1;212;0;0;0.6000000238418579;0.4000000059604645;0.30000001192092896;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
1977;0,0,0;0,0,0;0;0;0;0.6000000238418579;0.10000000149011612;0.4000000059604645;0.5;0.800000011920929;10;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
1979;0,0,0;0,0,0;0;231;0;1;0.20000000298023224;0.5;0.6000000238418579;0.8999999761581421;10;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
1982;0,0,0;0,0,0;1;280;0;0.20000000298023224;0.20000000298023224;0.5;0.5;0.800000011920929;10;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
1983;0,0,0;0,0,0;0;272;0;0.5;0.20000000298023224;0.5;0.25;1;10;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
1988;0,0,0;0,0,0;0;240;0;0;1;1;0.25;1;10;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
1989;0,0,0;0,0,0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
1994;0,0,0;0,0,0;1;265;0;0.4000000059604645;0.20000000298023224;0.5;0.5;0.800000011920929;10;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
