ID;Pos;PointOrder;ZoneLightID
6935;-568.1505126953125,4137.3203125;29;692
6936;-552.0296630859375,4325.3974609375;30;692
6937;-560.0901489257812,4470.48583984375;31;692
6938;-608.4528198242188,4556.4638671875;32;692
6939;-721.2991333007812,4594.07958984375;33;692
6952;-1217.128662109375,-692.9592895507812;1;695
6953;-1117.7164306640625,-678.1817626953125;2;695
6954;-1012.9304809570312,-667.4343872070312;3;695
6955;-920.6830444335938,-661.165283203125;4;695
6957;-714.2459716796875,-712.21484375;6;695
6958;-694.5426635742188,-811.1791381835938;7;695
6959;-697.2293090820312,-1187.3336181640625;8;695
6960;-789.9246215820312,-1316.30126953125;9;695
6961;-1008.900390625,-1380.7845458984375;11;695
6962;-1342.065673828125,-1335.1087646484375;12;695
6963;-1436.0985107421875,-1215.5455322265625;13;695
6964;-1436.0985107421875,-911.934814453125;14;695
6965;-1352.8131103515625,-776.2505493164062;15;695
6966;-885.3065185546875,-1364.663818359375;10;695
6967;-810.2076416015625,-671.274658203125;5;695
6997;4455.00341796875,2579.79248046875;1;702
6998;4531.05322265625,2327.9892578125;2;702
6999;5147.95166015625,2147.42138671875;4;702
7000;5776.42822265625,1876.16455078125;7;702
7001;6385.18603515625,1946.5186767578125;9;702
7002;7013.486328125,2155.34228515625;11;702
7003;6763.86865234375,5432.83837890625;29;702
7007;7340.1640625,6753.9326171875;43;702
7008;5267.67041015625,5481.52783203125;47;702
7009;4420.29248046875,3567.751220703125;48;702
7014;7452.8125,3463.202392578125;20;441
7041;6886.7734375,5582.97265625;1;711
7042;6783.76025390625,5496.70703125;2;711
7043;6688.86669921875,5390.14111328125;3;711
7044;6593.97314453125,5295.7548828125;4;711
7045;6516.84033203125,5172.44384765625;5;711
7046;6522.9296875,5056.74462890625;6;711
7047;6585.85400390625,4930.89599609375;7;711
7048;6697.49365234375,4815.1962890625;8;711
7049;6847.69970703125,4699.4970703125;9;711
7050;7042.56201171875,4622.36474609375;10;711
7051;7251.63232421875,4474.1875;11;711
7052;7381.5400390625,4375.7421875;12;711
7053;7544.43212890625,4324.99658203125;13;711
7054;7777.35400390625,4338.18994140625;14;711
7055;7884.93408203125,4417.353515625;15;711
7056;7958.0068359375,4567.55908203125;16;711
7057;7960.03759765625,4750.24267578125;17;711
7058;7897.11279296875,4922.7763671875;18;711
7059;7815.92041015625,5060.8037109375;19;711
7060;7759.0859375,5180.5625;20;711
7061;7742.84716796875,5383.5439453125;21;711
7062;7694.1318359375,5596.67431640625;22;711
7063;7612.939453125,5730.642578125;23;711
7064;7481.001953125,5815.89404296875;24;711
7065;7310.49658203125,5830.10302734375;25;711
7066;7150.14208984375,5807.77490234375;26;711
7067;6983.697265625,5694.10546875;27;711
7068;6886.7734375,5582.97265625;1;712
7069;6783.76025390625,5496.70703125;2;712
7070;6688.86669921875,5390.14111328125;3;712
7071;6593.97314453125,5295.7548828125;4;712
7072;6516.84033203125,5172.44384765625;5;712
7073;6522.9296875,5056.74462890625;6;712
7074;6585.85400390625,4930.89599609375;7;712
7075;6697.49365234375,4815.1962890625;8;712
7076;6847.69970703125,4699.4970703125;9;712
7077;7042.56201171875,4622.36474609375;10;712
7078;7251.63232421875,4474.1875;11;712
7079;7381.5400390625,4375.7421875;12;712
7080;7544.43212890625,4324.99658203125;13;712
7081;7777.35400390625,4338.18994140625;14;712
7082;7884.93408203125,4417.353515625;15;712
7083;7958.0068359375,4567.55908203125;16;712
7084;7960.03759765625,4750.24267578125;17;712
7085;7897.11279296875,4922.7763671875;18;712
7086;7815.92041015625,5060.8037109375;19;712
7087;7759.0859375,5180.5625;20;712
7088;7742.84716796875,5383.5439453125;21;712
7089;7694.1318359375,5596.67431640625;22;712
7090;7612.939453125,5730.642578125;23;712
7091;7481.001953125,5815.89404296875;24;712
7092;7310.49658203125,5830.10302734375;25;712
7093;7150.14208984375,5807.77490234375;26;712
7094;6983.697265625,5694.10546875;27;712
7095;6886.7734375,5582.97265625;1;713
7096;6783.76025390625,5496.70703125;2;713
7097;6688.86669921875,5390.14111328125;3;713
7098;6593.97314453125,5295.7548828125;4;713
7099;6516.84033203125,5172.44384765625;5;713
7100;6522.9296875,5056.74462890625;6;713
7101;6585.85400390625,4930.89599609375;7;713
7102;6697.49365234375,4815.1962890625;8;713
7103;6847.69970703125,4699.4970703125;9;713
7104;7042.56201171875,4622.36474609375;10;713
7105;7251.63232421875,4474.1875;11;713
7106;7381.5400390625,4375.7421875;12;713
7107;7544.43212890625,4324.99658203125;13;713
7108;7777.35400390625,4338.18994140625;14;713
7109;7884.93408203125,4417.353515625;15;713
7110;7958.0068359375,4567.55908203125;16;713
7111;7960.03759765625,4750.24267578125;17;713
7112;7897.11279296875,4922.7763671875;18;713
7113;7815.92041015625,5060.8037109375;19;713
7114;7759.0859375,5180.5625;20;713
7115;7742.84716796875,5383.5439453125;21;713
7116;7694.1318359375,5596.67431640625;22;713
7117;7612.939453125,5730.642578125;23;713
7118;7481.001953125,5815.89404296875;24;713
7119;7310.49658203125,5830.10302734375;25;713
7120;7150.14208984375,5807.77490234375;26;713
7121;6983.697265625,5694.10546875;27;713
7122;6886.7734375,5582.97265625;1;714
7123;6783.76025390625,5496.70703125;2;714
7124;6688.86669921875,5390.14111328125;3;714
7125;6593.97314453125,5295.7548828125;4;714
7126;6516.84033203125,5172.44384765625;5;714
7127;6522.9296875,5056.74462890625;6;714
7128;6585.85400390625,4930.89599609375;7;714
7129;6697.49365234375,4815.1962890625;8;714
7130;6847.69970703125,4699.4970703125;9;714
7131;7042.56201171875,4622.36474609375;10;714
7132;7251.63232421875,4474.1875;11;714
7133;7381.5400390625,4375.7421875;12;714
7134;7544.43212890625,4324.99658203125;13;714
7135;7777.35400390625,4338.18994140625;14;714
7136;7884.93408203125,4417.353515625;15;714
7137;7958.0068359375,4567.55908203125;16;714
7138;7960.03759765625,4750.24267578125;17;714
7139;7897.11279296875,4922.7763671875;18;714
7140;7815.92041015625,5060.8037109375;19;714
7141;7759.0859375,5180.5625;20;714
7142;7742.84716796875,5383.5439453125;21;714
7143;7694.1318359375,5596.67431640625;22;714
7144;7612.939453125,5730.642578125;23;714
7145;7481.001953125,5815.89404296875;24;714
7146;7310.49658203125,5830.10302734375;25;714
7147;7150.14208984375,5807.77490234375;26;714
7148;6983.697265625,5694.10546875;27;714
7149;6886.7734375,5582.97265625;1;715
7150;6783.76025390625,5496.70703125;2;715
7151;6688.86669921875,5390.14111328125;3;715
7152;6593.97314453125,5295.7548828125;4;715
7153;6516.84033203125,5172.44384765625;5;715
7154;6522.9296875,5056.74462890625;6;715
7155;6585.85400390625,4930.89599609375;7;715
7156;6697.49365234375,4815.1962890625;8;715
7157;6847.69970703125,4699.4970703125;9;715
7158;7042.56201171875,4622.36474609375;10;715
7159;7251.63232421875,4474.1875;11;715
7160;7381.5400390625,4375.7421875;12;715
7161;7544.43212890625,4324.99658203125;13;715
7162;7777.35400390625,4338.18994140625;14;715
7163;7884.93408203125,4417.353515625;15;715
7164;7958.0068359375,4567.55908203125;16;715
7165;7960.03759765625,4750.24267578125;17;715
7166;7897.11279296875,4922.7763671875;18;715
7167;7815.92041015625,5060.8037109375;19;715
7168;7759.0859375,5180.5625;20;715
7169;7742.84716796875,5383.5439453125;21;715
7170;7694.1318359375,5596.67431640625;22;715
7171;7612.939453125,5730.642578125;23;715
7172;7481.001953125,5815.89404296875;24;715
7173;7310.49658203125,5830.10302734375;25;715
7174;7150.14208984375,5807.77490234375;26;715
7175;6983.697265625,5694.10546875;27;715
7176;6886.7734375,5582.97265625;1;716
7177;6783.76025390625,5496.70703125;2;716
7178;6688.86669921875,5390.14111328125;3;716
7179;6593.97314453125,5295.7548828125;4;716
7180;6516.84033203125,5172.44384765625;5;716
7181;6522.9296875,5056.74462890625;6;716
7182;6585.85400390625,4930.89599609375;7;716
7183;6697.49365234375,4815.1962890625;8;716
7184;6847.69970703125,4699.4970703125;9;716
7185;7042.56201171875,4622.36474609375;10;716
7186;7251.63232421875,4474.1875;11;716
7187;7381.5400390625,4375.7421875;12;716
7188;7544.43212890625,4324.99658203125;13;716
7189;7777.35400390625,4338.18994140625;14;716
7190;7884.93408203125,4417.353515625;15;716
7191;7958.0068359375,4567.55908203125;16;716
7192;7960.03759765625,4750.24267578125;17;716
7193;7897.11279296875,4922.7763671875;18;716
7194;7815.92041015625,5060.8037109375;19;716
7195;7759.0859375,5180.5625;20;716
7196;7742.84716796875,5383.5439453125;21;716
7197;7694.1318359375,5596.67431640625;22;716
7198;7612.939453125,5730.642578125;23;716
7199;7481.001953125,5815.89404296875;24;716
7200;7310.49658203125,5830.10302734375;25;716
7201;7150.14208984375,5807.77490234375;26;716
7202;6983.697265625,5694.10546875;27;716
7204;5420.57666015625,2112.81689453125;5;702
7205;2229.212890625,1004.7437133789062;1;717
7206;2416.168701171875,839.1051635742188;2;717
7207;2513.44287109375,3.587944984436035;4;717
7208;2481.173095703125,-956.9290161132812;5;717
7209;2593.8681640625,-1938.9818115234375;6;717
7210;2422.310791015625,-2819.433837890625;7;717
7211;1646.295166015625,-3431.25439453125;8;717
7212;1135.8424072265625,-4185.82177734375;9;717
7213;-153.66465759277344,-4162.85205078125;10;717
7214;-2446.780517578125,-369.9883728027344;13;717
7215;-1731.9591064453125,-97.54209899902344;14;717
7216;-1089.9813232421875,215.25103759765625;15;717
7217;1650.9505615234375,1258.0860595703125;30;717
7218;-208.61285400390625,101.797119140625;18;717
7219;1438.954833984375,1300.9000244140625;29;717
7220;731.6629028320312,784.7833251953125;24;717
7821;4071.050048828125,4040.829833984375;1;858
7822;3528.79931640625,4017.9072265625;8;858
7823;3225.283447265625,4184.134765625;12;858
7824;2765.072021484375,3988.34423828125;13;858
7825;2480.269287109375,4136.11962890625;14;858
7826;1610.5037841796875,4165.96728515625;15;858
7827;359.22808837890625,5023.837890625;16;858
7828;-499.80133056640625,4329.5869140625;17;858
7829;549.3474731445312,3327.975830078125;19;858
7830;797.6119384765625,2418.946533203125;22;858
7831;836.4690551757812,2195.7236328125;23;858
7832;1150.5328369140625,1299.1793212890625;27;858
7833;1430.7432861328125,1272.1334228515625;28;858
7834;1648.1168212890625,1241.513671875;29;858
7835;2211.027099609375,989.9342651367188;31;858
7836;3517.323974609375,899.4431762695312;35;858
7837;3870.3837890625,1037.4052734375;36;858
7838;3922.7666015625,1242.280517578125;37;858
7839;4231.66259765625,1384.9620361328125;39;858
7840;4478.30615234375,2665.260986328125;50;858
7841;4468.783203125,2941.462890625;51;858
7842;4461.43994140625,3569.850341796875;52;858
7859;4605.88916015625,1812.3629150390625;1;862
7860;4671.19970703125,1710.4091796875;2;862
7861;4639.8359375,1505.3453369140625;4;862
7862;4358.08642578125,1346.58837890625;7;862
7863;4423.8544921875,911.5044555664062;9;862
7864;4988.5205078125,670.0048828125;13;862
7865;5343.31884765625,173.7607421875;15;862
7866;5364.24658203125,-101.67466735839844;16;862
7868;5796.578125,-720.4391479492188;17;862
7871;6015.1318359375,-1389.2353515625;18;862
7873;7436.43212890625,-2469.655029296875;20;862
7876;8185.06591796875,-1454.064208984375;22;862
7880;6597.97119140625,948.0149536132812;31;862
7882;6291.88671875,1205.0501708984375;32;862
7883;5783.30322265625,1886.753662109375;34;862
7884;5671.11669921875,1938.881103515625;35;862
7886;4778.0322265625,2148.35498046875;37;862
7887;4630.91748046875,2019.671630859375;38;862
7932;6115.2724609375,2012.064208984375;8;702
7933;5664.95068359375,1922.9921875;6;702
7934;4776.65283203125,2105.702392578125;3;702
7937;5415.54248046875,2150.132080078125;36;862
7938;7687.59716796875,4311.1337890625;20;702
7939;5163.77490234375,6620.8837890625;46;702
7940;6650.1513671875,7454.18994140625;44;702
7941;6571.119140625,2812.71337890625;13;702
7942;7788.9599609375,3546.224853515625;18;702
7943;6855.81005859375,4363.48974609375;24;702
7944;6654.2333984375,3408.80810546875;15;702
7945;6658.2509765625,4777.60302734375;26;702
7946;6771.17041015625,5213.35595703125;28;702
7947;6625.8056640625,4478.85595703125;25;702
7948;6385.0361328125,5789.5576171875;31;702
7952;6466.00830078125,3238.20361328125;14;702
7953;8177.99658203125,6699.15185546875;1;873
7956;8545.96875,5983.17236328125;25;873
7957;7316.7978515625,6773.9775390625;2;873
7959;7019.50537109375,6031.26171875;4;873
7960;6984.509765625,5761.09619140625;6;873
7961;6822.12939453125,5610.84716796875;8;873
7962;6739.07421875,5436.33544921875;10;873
7963;6747.93896484375,5209.564453125;11;873
7964;6630.3544921875,4780.40234375;13;873
7965;6592.55908203125,4469.056640625;14;873
7966;6854.32666015625,4331.8740234375;15;873
7967;7670.423828125,4292.68017578125;19;873
7974;8469.1943359375,2749.18505859375;24;873
7975;7068.41552734375,6189.32763671875;1;874
7977;6361.97021484375,5795.0439453125;12;874
7978;6789.84912109375,5520.67822265625;15;874
7979;6853.77490234375,5579.00537109375;16;874
7980;7012.42236328125,5741.38525390625;18;874
7981;6428.69775390625,5638.14599609375;30;702
7982;6852.84423828125,6190.142578125;41;702
7984;6357.77197265625,6041.76318359375;34;702
7985;6567.97802734375,6287.43212890625;40;702
7988;6227.12158203125,6132.98388671875;35;702
7989;6192.12548828125,6307.962890625;36;702
7990;6262.1171875,6464.74267578125;37;702
7991;6415.16357421875,6473.60791015625;38;702
7992;6468.12451171875,6400.35107421875;39;702
7998;7040.4189453125,5887.31689453125;19;874
7999;6592.94140625,6317.06103515625;3;874
8000;6430.5625,6518.40185546875;5;874
8003;6337.70654296875,6018.19921875;9;874
8004;6201.92431640625,6114.78662109375;8;874
8005;6155.73046875,6310.76171875;7;874
8006;6236.92041015625,6499.73828125;6;874
8007;6493.32080078125,6422.74853515625;4;874
8008;6752.8251953125,5531.12158203125;9;873
8009;6758.4248046875,5410.7353515625;14;874
8010;6405.66943359375,5624.90869140625;13;874
8011;7174.2421875,3579.4765625;16;702
8012;7554.99462890625,3501.0869140625;17;702
8013;7004.79345703125,5895.77685546875;5;873
8016;6857.0771484375,6205.50634765625;2;874
8018;6481.55712890625,5892.1376953125;32;702
8019;6456.8271484375,5907.0693359375;11;874
8020;8010.72119140625,3166.530517578125;1;875
8022;7787.7509765625,2594.6455078125;2;875
8023;6515.70947265625,2798.692626953125;4;875
8024;6987.91259765625,2422.96875;3;875
8025;6414.9208984375,3241.0390625;5;875
8026;6627.69384765625,3453.81201171875;6;875
8027;7165.2265625,3616.192626953125;7;875
8028;7757.353515625,3582.596923828125;9;875
8029;7534.7802734375,3554.599365234375;8;875
8030;7970.1259765625,3144.451416015625;22;873
8031;7730.75634765625,3515.404052734375;21;873
8034;6518.77734375,6034.78857421875;33;702
8035;6481.4482421875,6010.52587890625;10;874
8036;6929.6904296875,5678.92578125;7;873
8037;6946.4873046875,5652.947265625;17;874
8039;7043.4248046875,6147.78466796875;42;702
8040;7012.6298828125,6163.1826171875;3;873
8041;7047.62548828125,6034.3984375;20;874
8042;1099.3885498046875,694.3215942382812;1;876
8043;1191.500244140625,704.8231811523438;2;876
8044;1297.9364013671875,744.0579223632812;4;876
8045;1303.2650146484375,779.268798828125;5;876
8046;1297.5767822265625,848.120361328125;6;876
8047;1317.6907958984375,1019.5357055664062;7;876
8048;1209.9913330078125,980.3850708007812;8;876
8049;1122.6451416015625,1025.0699462890625;9;876
8050;1063.158447265625,1066.9346923828125;10;876
8051;1018.155517578125,1105.7159423828125;11;876
8052;958.0557861328125,1128.3934326171875;12;876
8053;912.8681640625,1120.6546630859375;13;876
8054;864.8815307617188,1049.851806640625;15;876
8055;792.7285766601562,1006.7550048828125;16;876
8056;807.9663696289062,862.6860961914062;17;876
8057;877.517578125,732.1728515625;19;876
8058;972.0690307617188,667.5984497070312;22;876
8060;1051.78955078125,675.7216796875;23;876
8061;1283.2109375,718.8958129882812;3;876
8062;891.7951049804688,1072.38330078125;14;876
8063;805.1950073242188,776.7984008789062;18;876
8064;922.6100463867188,704.5722045898438;21;876
8065;2654.66552734375,-4145.68359375;1;877
8066;2573.822998046875,-4337.96142578125;2;877
8067;2484.591796875,-4495.41259765625;4;877
8068;2266.8828125,-4523.11767578125;5;877
8069;2062.147216796875,-4515.16943359375;6;877
8070;1879.0806884765625,-4445.3125;7;877
8071;1839.9859619140625,-4266.77587890625;8;877
8072;1726.98681640625,-4171.54345703125;9;877
8073;1721.081787109375,-3988.686279296875;10;877
8074;1951.4578857421875,-3818.85986328125;12;877
8075;2070.229248046875,-3727.068115234375;13;877
8077;2405.73779296875,-3708.11279296875;15;877
8078;2523.2666015625,-3788.8994140625;16;877
8079;2667.908935546875,-3926.205322265625;17;877
8080;1802.5172119140625,-3878.2265625;11;877
8081;2231.667724609375,-3660.2109375;14;877
8082;2553.889892578125,-4474.1015625;3;877
8083;898.401611328125,720.7877807617188;20;876
8084;-5079.62939453125,-83.66062927246094;1;878
8085;-4976.11669921875,-136.38623046875;2;878
8087;-4944.4580078125,-249.51771545410156;3;878
8088;-5094.1748046875,-435.8092346191406;6;878
8089;-5150.39892578125,-500.5892639160156;7;878
8090;-5203.76025390625,-528.8723754882812;8;878
8091;-5271.1630859375,-555.4711303710938;9;878
8092;-5350.8125,-544.7738647460938;10;878
8093;-5414.93017578125,-504.6067810058594;11;878
8094;-5474.80322265625,-451.9811096191406;12;878
8095;-5491.67626953125,-358.8216552734375;13;878
8096;-5488.93994140625,-268.9794006347656;14;878
8097;-5470.88037109375,-185.30943298339844;15;878
8098;-5448.89306640625,-67.7469253540039;16;878
8099;-5399.33203125,-31.153072357177734;17;878
8100;-5341.81494140625,9.55006217956543;18;878
8101;-5267.09619140625,30.52002716064453;19;878
8102;-5154.79052734375,30.79765510559082;20;878
8103;-5095.44921875,-17.4348201751709;21;878
8104;-5042.32275390625,-369.6835021972656;5;878
8105;7785.189453125,4035.756103515625;19;702
8106;7099.27490234375,4566.29052734375;23;702
8107;7517.439453125,4551.5615234375;21;702
8108;7258.4736328125,4624.3525390625;22;702
8109;7759.9912109375,4025.9580078125;20;873
8110;7257.45458984375,4592.88720703125;17;873
8111;7506.2421875,4525.6650390625;18;873
8112;7121.29052734375,4540.36279296875;16;873
8113;6743.33837890625,4977.80810546875;27;702
8114;6723.74072265625,4990.4072265625;12;873
8125;2393.52099609375,841.9041137695312;32;858
8126;3258.592041015625,799.9310913085938;34;858
8127;2741.919189453125,659.9417114257812;33;858
8128;-2326.59130859375,-2537.80126953125;12;717
8129;2776.107666015625,683.5517578125;3;717
8131;-4969.09228515625,-332.0987854003906;4;878
8177;4521.65966796875,2492.4111328125;49;858
8178;4614.23876953125,2303.895751953125;48;858
8179;4771.68212890625,2130.710205078125;47;858
8180;4649.6630859375,2016.5657958984375;46;858
8181;4639.55224609375,1811.8607177734375;45;858
8182;4057.74609375,1334.2913818359375;38;858
8183;4744.1298828125,1607.2171630859375;44;858
8184;4366.26904296875,1331.695068359375;40;858
8185;4661.47216796875,1500.943359375;43;858
8186;4586.6875,1359.24609375;42;858
8187;4480.4140625,1319.8865966796875;41;858
8188;4717.6123046875,1610.9638671875;3;862
8189;4569.5751953125,1373.953369140625;5;862
8190;4469.6435546875,1342.5601806640625;6;862
8226;741.5448608398438,-6019.564453125;1;898
8227;925.8191528320312,-5142.48828125;3;898
8230;1567.202880859375,-3891.829345703125;6;898
8231;2184.3564453125,-3868.093017578125;7;898
8232;2504.799560546875,-4055.01904296875;8;898
8233;2604.64306640625,-4404.9775390625;9;898
8234;2632.384033203125,-4850.19775390625;10;898
8235;2644.494384765625,-5478.037109375;11;898
8236;2321.8359375,-5555.61962890625;12;898
8237;2322.224365234375,-6021.37060546875;13;898
8238;1293.9205322265625,-4128.8671875;5;898
8284;5183.23193359375,7350.74755859375;45;702
8285;8262.30078125,-278.9337158203125;26;862
8286;-1152.4603271484375,-3374.7900390625;11;717
8351;-578.5526733398438,-5191.03173828125;1;923
8352;-623.4400634765625,-5233.55615234375;2;923
8353;-668.9180297851562,-5268.40283203125;3;923
8354;-719.120849609375,-5289.0380859375;4;923
8355;-759.8739013671875,-5299.078125;5;923
8357;-801.80859375,-5300.259765625;6;923
8359;-844.9242553710938,-5297.89697265625;7;923
8360;-891.5834350585938,-5256.35400390625;8;923
8361;-920.5239868164062,-5195.16552734375;9;923
8362;-940.0147705078125,-5155.59326171875;10;923
8363;-958.3240966796875,-5102.4375;11;923
8364;-1009.7088012695312,-5076.4501953125;12;923
8365;-1034.5145263671875,-5033.92529296875;13;923
8366;-1045.145751953125,-4976.0439453125;14;923
8367;-925.8399658203125,-4831.34130859375;16;923
8368;-874.7510986328125,-4772.57373046875;17;923
8369;-844.0382690429688,-4714.9501953125;18;923
8370;-784.6806640625,-4696.087890625;19;923
8371;-370.06256103515625,-4699.04150390625;20;923
8372;-308.63763427734375,-4749.83447265625;21;923
8373;-269.6565856933594,-4797.67529296875;22;923
8374;-315.7252197265625,-4850.83154296875;23;923
8375;-303.9127197265625,-4903.39697265625;24;923
8376;-303.3218688964844,-4935.291015625;25;923
8377;-310.4098205566406,-4960.68798828125;26;923
8378;-354.1155700683594,-4986.08447265625;27;923
8379;-393.09674072265625,-5009.70947265625;28;923
8380;-436.80279541015625,-5025.06591796875;29;923
8381;-479.91845703125,-5039.2412109375;30;923
8382;-491.1402587890625,-5144.37255859375;32;923
8383;-551.3837890625,-5153.82275390625;33;923
8384;-996.8599243164062,-4902.96923828125;15;923
8385;739.5350341796875,-5140.71728515625;2;898
8386;924.472900390625,-4124.18115234375;4;898
8448;-484.9021911621094,-5089.79931640625;31;923
8467;563.6923217773438,2738.567626953125;21;858
8469;586.1553955078125,2745.805908203125;1;942
8470;817.2901611328125,2432.5751953125;2;942
8471;852.4631958007812,2200.83642578125;3;942
8472;1169.017333984375,1300.908203125;7;942
8473;1067.088134765625,963.9346923828125;9;942
8475;742.6365966796875,772.9969482421875;11;942
8476;93.7373046875,228.8966522216797;15;942
8477;-454.6688537597656,33.65256118774414;18;942
8478;-740.3589477539062,619.3832397460938;36;942
8479;-280.9620666503906,2296.699951171875;45;942
8480;-510.6612854003906,2484.514404296875;46;942
8484;359.3269348144531,3361.422119140625;49;942
8486;564.1419067382812,3342.280517578125;50;942
8800;7020.8974609375,2430.759033203125;12;702
8801;6665.70947265625,2060.370361328125;10;702
8803;7382.54931640625,635.052734375;29;862
8804;7689.2724609375,412.6886901855469;28;862
8805;8044.859375,45.85573959350586;27;862
8806;8427.626953125,-763.6116333007812;24;862
8807;8411.544921875,-1152.7935791015625;23;862
8808;6517.29248046875,-2119.040283203125;19;862
8809;8060.283203125,-2319.447021484375;21;862
8814;8383.30078125,-488.02301025390625;25;862
8818;6934.64453125,785.6134033203125;30;862
8943;15445.70703125,-14941.0400390625;1;999
8944;15469.8876953125,-11265.47265625;2;999
8945;13390.2919921875,-11241.2919921875;3;999
8946;13341.927734375,-14941.0400390625;4;999
8956;3987.877685546875,-3449.587158203125;1;1002
8957;3362.305908203125,-3600.204345703125;2;1002
8958;2382.034423828125,-2808.22607421875;4;1002
8959;2567.78271484375,-1922.840087890625;5;1002
8960;2468.913330078125,47.94032287597656;7;1002
8961;3256.532958984375,812.7273559570312;9;1002
8962;4039.115966796875,1399.4080810546875;13;1002
8966;7597.158203125,-2910.232177734375;29;1002
8967;5820.8662109375,-4249.95458984375;32;1002
8968;4569.01806640625,-3364.2900390625;35;1002
8969;2442.190673828125,-957.8010864257812;6;1002
8970;2740.503173828125,685.3704223632812;8;1002
8973;3838.494384765625,1063.865478515625;11;1002
8979;2878.343017578125,9690.6474609375;1;1004
8981;1902.3197021484375,7712.1708984375;3;1004
8982;1254.210693359375,7122.33740234375;4;1004
8983;909.2944946289062,5787.66748046875;5;1004
8987;320.9074401855469,5015.97998046875;6;1004
8989;1604.8365478515625,4153.55224609375;7;1004
8991;2467.30517578125,4126.68408203125;8;1004
8992;3224.21826171875,4180.42822265625;10;1004
8993;3530.547119140625,4017.294189453125;14;1004
8994;4069.201904296875,4030.51171875;21;1004
8995;4458.2373046875,3517.352783203125;22;1004
8996;5289.7958984375,5449.55517578125;23;1004
8997;5187.37548828125,6604.736328125;24;1004
8998;5320.20166015625,8362.4794921875;25;1004
8999;5243.1083984375,9260.4873046875;26;1004
9000;2758.0859375,3965.877685546875;9;1004
10840;4345.375,1182.4566650390625;8;862
10841;3498.63232421875,937.1658325195312;10;1002
10844;3898.482666015625,1267.3387451171875;12;1002
10895;-3725.21435546875,1923.842041015625;1;1095
10896;-3886.00439453125,752.375;2;1095
10897;-3300.27294921875,51.79316329956055;3;1095
10898;-2418.803955078125,-398.98834228515625;4;1095
10899;-1709.6031494140625,-137.7054901123047;5;1095
10900;-1063.5753173828125,172.98023986816406;6;1095
10901;-802.2919921875,811.8292236328125;8;1095
10902;-1896.236083984375,1142.8631591796875;10;1095
10903;-1913.4635009765625,1188.8043212890625;11;1095
10904;-1646.436767578125,1424.2462158203125;12;1095
10905;-940.11328125,1898.0008544921875;15;1095
10906;-233.7861328125,2293.82861328125;16;1095
10907;-495.0682678222656,2498.090087890625;17;1095
10908;-1264.560302734375,3813.120361328125;18;1095
10909;-1312.8900146484375,3818.20654296875;47;942
10910;-826.2566528320312,798.8961791992188;37;942
10911;-1465.107177734375,1114.25390625;38;942
10912;-978.4327392578125,1930.165771484375;44;942
10913;-1656.0465087890625,1469.332275390625;41;942
10914;-1993.41650390625,1192.256103515625;40;942
10915;-1927.37744140625,1088.892333984375;39;942
10916;-2117.596435546875,3286.122314453125;19;1095
10917;-1452.90478515625,1159.9527587890625;9;1095
10918;-627.5164184570312,771.4075317382812;35;942
10919;5147.50830078125,538.5969848632812;14;862
10920;4776.65087890625,922.4607543945312;12;862
10921;1153.493896484375,1308.0865478515625;28;717
10922;1057.786376953125,975.385009765625;26;717
10923;-458.1143798828125,50.72639846801758;17;717
10924;-726.57666015625,629.2800903320312;7;1095
10928;7435.001953125,-2386.449462890625;28;1002
10932;6597.9267578125,-2096.116455078125;27;1002
10973;-1074.68212890625,1791.056884765625;43;942
10974;-1503.933349609375,1475.220947265625;42;942
10976;-1488.14111328125,1435.0234375;13;1095
10977;-1041.6630859375,1769.5230712890625;14;1095
10986;6601.94677734375,-1977.5279541015625;1;1102
10987;6212.43359375,-1522.0972900390625;2;1102
10988;6206.44091796875,-599.2507934570312;3;1102
10989;6362.24658203125,377.5281982421875;4;1102
10990;7602.6953125,269.66302490234375;5;1102
10991;7776.478515625,-335.5804443359375;6;1102
10992;7734.53125,-1552.0599365234375;7;1102
10993;7039.39990234375,-1965.54296875;8;1102
11030;5823.228515625,1679.129150390625;33;862
11031;7751.62939453125,2645.881103515625;1;1112
11032;8279.0673828125,2746.651611328125;2;1112
11033;9108.81640625,2605.143798828125;3;1112
11034;9700.5751953125,1955.495849609375;4;1112
11035;9887.107421875,1331.5758056640625;5;1112
11036;9893.5400390625,514.691650390625;6;1112
11037;9604.091796875,-282.900390625;7;1112
11038;8677.8623046875,-589.4968872070312;8;1112
11039;8379.3681640625,-554.1587524414062;9;1112
11040;8233.5732421875,-322.60101318359375;10;1112
11041;8233.5732421875,-322.60101318359375;11;1112
11042;8023.455078125,16.15993881225586;12;1112
11043;7665.3974609375,384.93701171875;13;1112
11044;7365.23095703125,597.1983642578125;14;1112
11045;6927.84375,753.7144165039062;15;1112
11046;6584.79541015625,910.2302856445312;16;1112
11047;6276.05078125,1191.1007080078125;17;1112
11048;5803.28759765625,1667.080322265625;18;1112
11049;5760.40673828125,1894.3502197265625;19;1112
11050;6113.10302734375,2030.4976806640625;20;1112
11051;6382.18212890625,1964.0318603515625;21;1112
11052;6661.98046875,2080.88330078125;22;1112
11053;6986.80419921875,2172.005126953125;23;1112
11054;6993.23681640625,2443.22802734375;24;1112
11063;-586.218017578125,-1672.390869140625;1;1115
11064;-514.0840454101562,-1657.0430908203125;2;1115
11065;-431.2064514160156,-1629.4171142578125;3;1115
